Section,Division,Group,Description,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024
C,15,152,Manufacture of footwear,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
C,16,,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",70.0,52.0,52.0,50.0,58.0,76.0,61.0,53.0,90.0,98.0,1.0,4.0,8.0,1.0,5.0,6.0,4.0,6.0,6.0,4.0,7.0,1.0,3.0,8.0,11.0,3.0,10.0,10.0,8.0,7.0,4.0,7.0,12.0,7.0,10.0,11.0,9.0,4.0,11.0,7.0,5.0,7.0,9.0,9.0,11.0,5.0,6.0,8.0,4.0,10.0
C,16,161,Sawmilling and planing of wood,2.0,6.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
C,16,162,"Manufacture of products of wood, cork, straw and plaiting materials",68.0,46.0,50.0,48.0,54.0,73.0,56.0,51.0,88.0,94.0,1.0,4.0,8.0,1.0,4.0,6.0,4.0,6.0,6.0,3.0,7.0,1.0,3.0,8.0,11.0,3.0,10.0,10.0,7.0,7.0,4.0,6.0,12.0,7.0,10.0,11.0,9.0,4.0,11.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,6.0,6.0,4.0,10.0
C,17,,Manufacture of paper and paper products,34.0,30.0,18.0,23.0,19.0,19.0,21.0,8.0,26.0,30.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,5.0,2.0,0.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,0.0,6.0,4.0,2.0,3.0
C,17,171,"Manufacture of pulp, paper and paperboard",4.0,8.0,0.0,1.0,1.0,8.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C,17,172,Manufacture of articles of paper and paperboard,30.0,22.0,18.0,22.0,18.0,11.0,21.0,8.0,23.0,26.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,0.0,6.0,4.0,2.0,3.0
C,18,,Printing and reproduction of recorded media,136.0,133.0,114.0,101.0,107.0,123.0,80.0,75.0,145.0,150.0,5.0,3.0,3.0,3.0,7.0,5.0,4.0,9.0,9.0,10.0,11.0,6.0,9.0,11.0,12.0,14.0,16.0,19.0,9.0,15.0,9.0,12.0,8.0,11.0,5.0,15.0,13.0,10.0,32.0,9.0,12.0,15.0,7.0,7.0,10.0,15.0,13.0,12.0,7.0,21.0
C,18,181,Printing and service activities related to printing,133.0,126.0,111.0,100.0,104.0,117.0,79.0,72.0,143.0,148.0,5.0,3.0,3.0,3.0,7.0,4.0,4.0,9.0,9.0,10.0,9.0,6.0,9.0,11.0,12.0,12.0,16.0,19.0,9.0,15.0,9.0,12.0,8.0,11.0,5.0,15.0,13.0,10.0,30.0,9.0,12.0,15.0,7.0,7.0,10.0,15.0,13.0,12.0,7.0,21.0
C,18,182,Reproduction of recorded media,3.0,7.0,3.0,1.0,3.0,6.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,19,,Manufacture of coke and refined petroleum products,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,19,191,Manufacture of coke oven products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,19,192,Manufacture of refined petroleum products,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,20,,Manufacture of chemicals and chemical products,21.0,20.0,23.0,18.0,17.0,19.0,17.0,11.0,19.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,0.0,3.0,3.0,6.0,1.0
C,20,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",9.0,4.0,6.0,3.0,5.0,8.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
C,20,202,Manufacture of pesticides and other agrochemical products,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,20,203,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",1.0,3.0,5.0,3.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C,20,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",7.0,8.0,5.0,7.0,4.0,6.0,4.0,5.0,6.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0
C,20,205,Manufacture of other chemical products,4.0,4.0,6.0,5.0,4.0,2.0,6.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
C,20,206,Manufacture of man-made fibres,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C,21,,Manufacture of basic pharmaceutical products and pharmaceutical preparations,4.0,1.0,4.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
C,21,211,Manufacture of basic pharmaceutical products,1.0,0.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
C,21,212,Manufacture of pharmaceutical preparations,3.0,1.0,0.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C,22,,Manufacture of rubber and plastic products,58.0,61.0,45.0,52.0,58.0,56.0,44.0,14.0,48.0,64.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,7.0,3.0,3.0,3.0,5.0,4.0,3.0,6.0,6.0,7.0,5.0,6.0,5.0,3.0,8.0,4.0,7.0,5.0,2.0,4.0,6.0,4.0,2.0
C,22,221,Manufacture of rubber products,4.0,5.0,5.0,4.0,5.0,1.0,4.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
C,22,222,Manufacture of plastics products,54.0,56.0,40.0,48.0,53.0,55.0,40.0,12.0,45.0,57.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,7.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,3.0,8.0,4.0,6.0,5.0,2.0,4.0,6.0,4.0,0.0
C,23,,Manufacture of other non-metallic mineral products,27.0,29.0,25.0,19.0,24.0,34.0,21.0,17.0,30.0,51.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,0.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,7.0,5.0,6.0
C,23,231,Manufacture of glass and glass products,12.0,12.0,5.0,6.0,9.0,8.0,7.0,4.0,8.0,19.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0
C,23,232,Manufacture of refractory products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C,23,233,Manufacture of clay building materials,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C,23,234,Manufacture of other porcelain and ceramic products,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,23,235,"Manufacture of cement, lime and plaster",0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C,23,236,"Manufacture of articles of concrete, cement and plaster",6.0,5.0,6.0,7.0,7.0,13.0,6.0,7.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0
C,23,237,"Cutting, shaping and finishing of stone",5.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0
C,23,239,Manufacture of abrasive products and non-metallic mineral products n.e.c,1.0,5.0,6.0,1.0,0.0,5.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
C,24,,Manufacture of basic metals,28.0,39.0,24.0,13.0,19.0,27.0,16.0,11.0,18.0,41.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,6.0,1.0,5.0,4.0,6.0,3.0,2.0,3.0,2.0,0.0
C,24,241,Manufacture of basic iron and steel and of ferro-alloys,10.0,13.0,9.0,4.0,9.0,13.0,4.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
C,24,242,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",1.0,5.0,1.0,1.0,0.0,4.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
C,24,243,Manufacture of other products of first processing of steel,1.0,7.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
C,24,244,Manufacture of basic precious and other non-ferrous metals,10.0,6.0,8.0,3.0,4.0,3.0,2.0,4.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
C,24,245,Casting of metals,6.0,8.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
C,25,,"Manufacture of fabricated metal products, except machinery and equipment",233.0,234.0,254.0,221.0,198.0,235.0,169.0,138.0,243.0,266.0,3.0,5.0,7.0,11.0,11.0,11.0,11.0,13.0,16.0,11.0,21.0,18.0,14.0,23.0,29.0,16.0,20.0,18.0,19.0,25.0,18.0,24.0,19.0,18.0,18.0,21.0,29.0,27.0,22.0,14.0,20.0,29.0,20.0,22.0,24.0,20.0,16.0,26.0,25.0,24.0
C,25,251,Manufacture of structural metal products,91.0,81.0,91.0,71.0,85.0,86.0,71.0,45.0,79.0,90.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,5.0,5.0,4.0,7.0,8.0,9.0,10.0,6.0,4.0,4.0,6.0,6.0,8.0,8.0,10.0,5.0,3.0,4.0,6.0,13.0,9.0,5.0,9.0,5.0,9.0,3.0,10.0,7.0,10.0,4.0,7.0,10.0,9.0
C,25,252,"Manufacture of tanks, reservoirs and containers of metal",7.0,8.0,6.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
C,25,253,"Manufacture of steam generators, except central heating hot water boilers",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,25,254,Manufacture of weapons and ammunition,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,25,255,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",2.0,4.0,3.0,5.0,3.0,7.0,2.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
C,25,256,Treatment and coating of metals; machining,38.0,33.0,44.0,34.0,22.0,40.0,23.0,25.0,45.0,48.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,1.0,5.0,10.0,1.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,7.0,4.0,5.0,4.0,1.0,3.0,6.0,2.0,1.0,9.0,2.0,3.0,4.0,6.0,6.0
C,25,257,"Manufacture of cutlery, tools and general hardware",5.0,12.0,10.0,6.0,11.0,7.0,7.0,3.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
C,25,259,Manufacture of other fabricated metal products,89.0,94.0,99.0,99.0,71.0,90.0,62.0,61.0,103.0,113.0,1.0,2.0,4.0,6.0,6.0,6.0,6.0,7.0,5.0,2.0,10.0,6.0,4.0,8.0,11.0,10.0,13.0,7.0,8.0,12.0,8.0,5.0,9.0,8.0,10.0,8.0,11.0,11.0,12.0,3.0,7.0,13.0,14.0,10.0,7.0,7.0,8.0,12.0,8.0,6.0
C,26,,"Manufacture of computer, electronic and optical products",42.0,33.0,28.0,23.0,25.0,36.0,29.0,17.0,28.0,47.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,6.0,5.0,1.0,3.0,1.0,4.0,4.0,6.0,0.0,5.0,6.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0
C,26,261,Manufacture of electronic components and boards,15.0,10.0,6.0,4.0,8.0,6.0,13.0,4.0,4.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0
C,26,262,Manufacture of computers and peripheral equipment,9.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,7.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C,26,263,Manufacture of communication equipment,6.0,7.0,4.0,4.0,5.0,4.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C,26,264,Manufacture of consumer electronics,5.0,5.0,6.0,4.0,6.0,7.0,2.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
C,26,265,"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",4.0,7.0,7.0,5.0,4.0,14.0,4.0,4.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
C,26,266,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C,26,267,Manufacture of optical instruments and photographic equipment,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,26,268,Manufacture of magnetic and optical media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C,27,,Manufacture of electrical equipment,36.0,43.0,34.0,43.0,34.0,41.0,31.0,19.0,31.0,39.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,2.0,1.0,6.0,4.0,1.0,2.0,2.0,0.0,2.0,4.0,4.0,0.0,3.0,3.0,6.0,2.0,4.0,0.0,5.0,1.0,0.0,3.0,3.0,1.0,10.0,4.0,3.0,3.0,0.0,2.0
